price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model
42000,67000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Burgundy, Sharjah,SE,nissan,x-trail
118000,63000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,Black, Dubai,Dynamic Plus,land-rover,range-rover-evoque
36000,78000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2016.0,Black, Dubai,LE,renault,captur
55000,180000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,Black, Abu Dhabi,Touring Elite,honda,odyssey
195000,52771,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Blue, Dubai,Other,maserati,ghibli
224500,84941,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Silver, Dubai,S,porsche,boxster
142000,102000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,Supercharged,land-rover,range-rover-sport
750000,96000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,G 63 AMG,mercedes-benz,g-class
135000,159000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2014.0,Brown, Dubai,HSE,land-rover,range-rover-sport
222903,7232,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,4,Automatic Transmission,European Specs,150 - 200 HP,Gasoline,Left Hand Side,2021.0,Blue, Dubai,CLA200,mercedes-benz,cla
63000,8500,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,White, Sharjah,S,nissan,kicks
199000,140000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,Other,mercedes-benz,v-class
799000,56000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2020.0,Black, Dubai,G 63 AMG,mercedes-benz,g-class
65000,169891,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2013.0,Red, Dubai,Srt8,jeep,grand-cherokee
85000,73000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,Silver, Dubai,XL,ford,explorer
95000,19500,Perfect inside and out,Perfect inside and out,Owner,Hatchback,3,Automatic Transmission,European Specs,Less than 150 HP,Gasoline,Left Hand Side,2019.0,Black, Abu Dhabi,Other,smart,other
108000,79000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Blue, Dubai,420i Gran Coupe,bmw,4-series
1690000,6000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,700 - 800 HP,Gasoline,Left Hand Side,,Red, Dubai,G 63 AMG,mercedes-benz,g-class
59000,149000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,Brown, Dubai,520i Exclusive,bmw,5-series
239000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,,Red, Sharjah,F Sport,lexus,rx-series
62900,46500,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,EX,toyota,rush
43000,39831,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2019.0,Silver, Abu Dhabi,SE,toyota,yaris
239000,64000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,CLS 350,mercedes-benz,cls-class
313000,69000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,Black, Ajman,Other,mercedes-benz,amg
1585000,100,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8,Automatic Transmission,European Specs,600 - 700 HP,Gasoline,Left Hand Side,,Black, Dubai,Other,ferrari,f8-tributo-spider
59900,110386,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,Grey, Dubai,S,nissan,altima
114000,0,Perfect inside and out,Perfect inside and out,Dealer,Crossover,None,Automatic Transmission,Other,200 - 300 HP,Electric,Left Hand Side,2021.0,Blue, Dubai,Crozz,volkswagen,id4
22000,213000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2012.0,White, Dubai,SLT,gmc,terrain
94000,187000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Brown, Dubai,LE Platinum,nissan,patrol
159000,157,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,,Black, Dubai,Other,bmw,x2
295000,100000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,S-Line,audi,q8
192000,73000,Perfect inside and out,Perfect inside and out,Dealer,Wagon,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,RS,audi,s4rs4
38000,162000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2011.0,Gold, Sharjah,Other,bmw,x5
18500,151000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,SE,nissan,tiida
48500,117200,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2018.0,Blue, Dubai,Other,mazda,3
52500,66000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,Japanese Specs,300 - 400 HP,Gasoline,Left Hand Side,2011.0,Red, Dubai,E 350,mercedes-benz,e-class
169000,47000,Perfect inside and out,Perfect inside and out,Dealer,Crossover,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Black, Dubai,SE,land-rover,discovery
45000,182452,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2012.0,White, Dubai,740Li,bmw,7-series
205000,0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Manual Transmission,Other,150 - 200 HP,Diesel,Left Hand Side,,Beige, Dubai,Other,toyota,land-cruiser
379000,33708,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Stingray,chevrolet,corvette
25000,135000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,Other,ford,ecosport
67500,135000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2016.0,Red, Dubai,R,volkswagen,golfr
105000,11500,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Black, Dubai,Srt8,dodge,charger
79000,166000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,Red, Dubai,Xdrive35i,bmw,x6
70000,26000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,LX,kia,sedona
392000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,Black, Abu Dhabi,Nismo,nissan,patrol
168000,20000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,Silver, Dubai,F-Sport,lexus,nx-300
679000,19,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,,Blue, Dubai,SVR,land-rover,range-rover-sport
65000,36000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,Royal 3.8,hyundai,genesis
215000,10000,Perfect inside and out,Perfect inside and out,Owner,Sedan,None,Automatic Transmission,GCC Specs,200 - 300 HP,Electric,Left Hand Side,2020.0,White, Dubai,Other,tesla,model-3
76700,104000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,DLX AWD,kia,sorento
499000,51,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,Black, Dubai,HSE,land-rover,range-rover
35500,110000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,White, Sharjah,GLS,mitsubishi,pajero
2299000,0,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,,Black, Dubai,Black Badge,rolls-royce,wraith
172000,132000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Grey, Dubai,S 550,mercedes-benz,s-class
30000,120667,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2013.0,Silver, Abu Dhabi,Other,kia,sportage
80000,370000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2019.0,Other Color, Sharjah,SE,hyundai,sonata
98000,148000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,Luxury,infiniti,q80
368000,90000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017.0,Blue, Dubai,Other,bentley,continental-gt
299000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,White, Dubai,GXR,toyota,land-cruiser
1025000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,,White, Dubai,G 63 AMG,mercedes-benz,g-class
70000,22000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,North American Specs,500 - 600 HP,Gasoline,Left Hand Side,2019.0,Red, Dubai,R/T Scat Pack,dodge,charger
54500,51000,Perfect inside and out,Perfect inside and out,Owner,Van,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2020.0,White, Dubai,EX,toyota,rush
34900,138609,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,SV,nissan,sunny
2699000,500,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,Black, Dubai,Other,rolls-royce,cullinan
230000,46000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,Other,land-rover,range-rover-velar
55000,101000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Manual Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,1984.0,Grey,Sharjah,Other,nissan,300zx
158500,100000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2016.0,Grey, Sharjah,SE Platinum,nissan,patrol
379000,22163,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,Silver, Dubai,Other,lotus,evora
83000,38300,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Black, Dubai,Tx-l MID,toyota,prado
42000,124752,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Black, Dubai,Sport,ford,edge
179000,119000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,GLE 43 AMG,mercedes-benz,gle-coupe
110000,66000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Sport,jeep,wrangler
130000,117000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,LS,chevrolet,tahoe
87900,95000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Other,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2016.0,Red, Dubai,Sport,jeep,wrangler
165000,158985,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2016.0,Black, Dubai,Other,audi,s7rs7
44000,117906,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Japanese Specs,Unknown,Gasoline,Left Hand Side,2004.0,White, Dubai,S 55 AMG,mercedes-benz,s-class
399000,14000,Perfect inside and out,Perfect inside and out,Dealer,Van,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2020.0,Black, Dubai,V 250,mercedes-benz,v-class
605000,3528,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,European Specs,700 - 800 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,X6M Competition,bmw,x6
245000,71000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017.0,Black, Abu Dhabi,Supercharged,land-rover,range-rover
95000,54000,Perfect inside and out,Perfect inside and out,Owner,Soft Top Convertible,4,Manual Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,1979.0,Silver, Dubai,Other,fiat,124-spider
139000,115000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Grey, Dubai,Autobiography,land-rover,range-rover
126000,104591,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Grey, Dubai,VX MID,toyota,prado
153000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,,White, Dubai,TX,toyota,prado
55000,40200,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2018.0,Silver, Dubai,LE,toyota,rav-4
37500,257000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6,Automatic Transmission,Other,400 - 500 HP,Gasoline,Left Hand Side,2010.0,Brown,Sharjah,HSE,land-rover,discovery
120000,204000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2015.0,Silver, Dubai,GXR TOP,toyota,land-cruiser
105000,162000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,Platinum,lexus,is-series
90000,145000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,xDrive35i,bmw,x5
348000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Diesel,Left Hand Side,,Blue, Dubai,Other,toyota,land-cruiser
48000,80000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Manual Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,Black, Sharjah,Turbo,hyundai,veloster
107000,0,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2021.0,Red, Dubai,SV,nissan,altima
155000,81000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Silver, Dubai,xDrive35i M Sport,bmw,x5
150000,133298,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2013.0,Black, Dubai,C63 AMG,mercedes-benz,c-class
1079000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,,Black, Dubai,G 63 AMG,mercedes-benz,g-class
639000,2000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,600 - 700 HP,Gasoline,Left Hand Side,,Black, Dubai,90 First Edition,land-rover,defender
144000,135000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,White, Sharjah,VX TOP NAV,toyota,prado
417000,28000,Perfect inside and out,Perfect inside and out,Owner,Hard Top Convertible,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2017.0,Silver, Dubai,GT,mercedes-benz,amg
60000,149964,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,A 250,mercedes-benz,a-class
115000,75080,Perfect inside and out,Perfect inside and out,Owner,Coupe,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,S-Line,audi,tt
45000,162000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2011.0,White, Dubai,535i,bmw,5-series
59900,132991,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,Other,hyundai,tucson
